rating	id	slug
2306.8	862	shortest-subarray-with-sum-at-least-k
1663.2	863	all-nodes-distance-k-in-binary-tree
2258.6	864	shortest-path-to-get-all-keys
1534.3	865	smallest-subtree-with-all-the-deepest-nodes
1938.2	866	prime-palindrome
1258.8	867	transpose-matrix
1307.3	868	binary-gap
1504.8	869	reordered-power-of-2
1648.3	870	advantage-shuffle
2074.4	871	minimum-number-of-refueling-stops
1287.9	872	leaf-similar-trees
1911.2	873	length-of-longest-fibonacci-subsequence
1846.4	874	walking-robot-simulation
1765.6	875	koko-eating-bananas
1231.6	876	middle-of-the-linked-list
1590.0	877	stone-game
1896.8	878	nth-magical-number
2204.4	879	profitable-schemes
2010.6	880	decoded-string-at-index
1529.8	881	boats-to-save-people
2328.4	882	reachable-nodes-in-subdivided-graph
1425.4	883	projection-area-of-3d-shapes
1259.4	884	uncommon-words-from-two-sentences
1678.4	885	spiral-matrix-iii
1794.6	886	possible-bipartition
2376.9	887	super-egg-drop
1334.1	888	fair-candy-swap
1731.6	889	construct-binary-tree-from-preorder-and-postorder-traversal
1414.5	890	find-and-replace-pattern
2182.6	891	sum-of-subsequence-widths
1507.9	892	surface-area-of-3d-shapes
1590.1	893	groups-of-special-equivalent-strings
1784.3	894	all-possible-full-binary-trees
2027.9	895	maximum-frequency-stack
1258.7	896	monotonic-array
1473.3	897	increasing-order-search-tree
2133.1	898	bitwise-ors-of-subarrays
2096.6	899	orderly-queue
1532.3	900	rle-iterator
1708.9	901	online-stock-span
1989.5	902	numbers-at-most-n-given-digit-set
2433.4	903	valid-permutations-for-di-sequence
1516.4	904	fruit-into-baskets
1178.5	905	sort-array-by-parity
2140.0	906	super-palindromes
1975.6	907	sum-of-subarray-minimums
1298.6	908	smallest-range-i
2019.5	909	snakes-and-ladders
2134.5	910	smallest-range-ii
2000.8	911	online-election
2566.6	913	cat-and-mouse
1370.6	914	x-of-a-kind-in-a-deck-of-cards
1500.8	915	partition-array-into-disjoint-intervals
1624.5	916	word-subsets
1228.6	917	reverse-only-letters
1777.4	918	maximum-sum-circular-subarray
1690.9	919	complete-binary-tree-inserter
2399.6	920	number-of-music-playlists
1242.5	921	minimum-add-to-make-parentheses-valid
1173.5	922	sort-array-by-parity-ii
1710.9	923	3sum-with-multiplicity
1868.9	924	minimize-malware-spread
1271.3	925	long-pressed-name
1601.5	926	flip-string-to-monotone-increasing
1994.4	927	three-equal-parts
1985.3	928	minimize-malware-spread-ii
1199.3	929	unique-email-addresses
1591.5	930	binary-subarrays-with-sum
1573.3	931	minimum-falling-path-sum
2294.1	932	beautiful-array
1337.8	933	number-of-recent-calls
1825.8	934	shortest-bridge
1690.2	935	knight-dialer
2583.4	936	stamping-the-sequence
1387.4	937	reorder-data-in-log-files
1335.0	938	range-sum-of-bst
1752.3	939	minimum-area-rectangle
1985.2	940	distinct-subsequences-ii
1208.0	941	valid-mountain-array
1444.2	942	di-string-match
2185.5	943	find-the-shortest-superstring
1396.5	944	delete-columns-to-make-sorted
1448.1	945	minimum-increment-to-make-array-unique
1461.9	946	validate-stack-sequences
2034.7	947	most-stones-removed-with-same-row-or-column
1762.3	948	bag-of-tokens
1495.3	949	largest-time-for-given-digits
1686.4	950	reveal-cards-in-increasing-order
1477.5	951	flip-equivalent-binary-trees
2272.1	952	largest-component-size-by-common-factor
1299.6	953	verifying-an-alien-dictionary
1547.6	954	array-of-doubled-pairs
1876.4	955	delete-columns-to-make-sorted-ii
2381.5	956	tallest-billboard
1392.1	957	prison-cells-after-n-days
1702.8	958	check-completeness-of-a-binary-tree
2135.6	959	regions-cut-by-slashes
2246.9	960	delete-columns-to-make-sorted-iii
1161.6	961	n-repeated-element-in-size-2n-array
1607.8	962	maximum-width-ramp
1990.8	963	minimum-area-rectangle-ii
2594.1	964	least-operators-to-express-number
1177.6	965	univalued-binary-tree
1795.0	966	vowel-spellchecker
1433.0	967	numbers-with-same-consecutive-differences
2124.1	968	binary-tree-cameras
1590.6	969	pancake-sorting
1338.8	970	powerful-integers
1786.5	971	flip-binary-tree-to-match-preorder-traversal
2121.3	972	equal-rational-numbers
1213.8	973	k-closest-points-to-origin
1676.0	974	subarray-sums-divisible-by-k
2079.2	975	odd-even-jump
1340.6	976	largest-perimeter-triangle
1129.9	977	squares-of-a-sorted-array
1393.4	978	longest-turbulent-subarray
1709.1	979	distribute-coins-in-binary-tree
1830.3	980	unique-paths-iii
1574.8	981	time-based-key-value-store
2085.0	982	triples-with-bitwise-and-equal-to-zero
1786.3	983	minimum-cost-for-tickets
1474.0	984	string-without-aaa-or-bbb
1198.4	985	sum-of-even-numbers-after-queries
1541.7	986	interval-list-intersections
1676.0	987	vertical-order-traversal-of-a-binary-tree
1429.2	988	smallest-string-starting-from-leaf
1234.8	989	add-to-array-form-of-integer
1638.0	990	satisfiability-of-equality-equations
1909.4	991	broken-calculator
2210.4	992	subarrays-with-k-different-integers
1287.9	993	cousins-in-binary-tree
1432.9	994	rotting-oranges
1835.5	995	minimum-number-of-k-consecutive-bit-flips
1932.4	996	number-of-squareful-arrays
1201.6	997	find-the-town-judge
1497.9	998	maximum-binary-tree-ii
1318.0	999	available-captures-for-rook
2422.5	1000	minimum-cost-to-merge-stones
1873.0	1001	grid-illumination
1279.8	1002	find-common-characters
1426.7	1003	check-if-word-is-valid-after-substitutions
1655.6	1004	max-consecutive-ones-iii
1274.7	1005	maximize-sum-of-array-after-k-negations
1408.0	1006	clumsy-factorial
1541.3	1007	minimum-domino-rotations-for-equal-row
1563.0	1008	construct-binary-search-tree-from-preorder-traversal
1234.7	1009	complement-of-base-10-integer
1377.2	1010	pairs-of-songs-with-total-durations-divisible-by-60
1725.4	1011	capacity-to-ship-packages-within-d-days
2230.2	1012	numbers-with-repeated-digits
1378.8	1013	partition-array-into-three-parts-with-equal-sum
1730.3	1014	best-sightseeing-pair
1874.6	1015	smallest-integer-divisible-by-k
1779.4	1016	binary-string-with-substrings-representing-1-to-n
1697.9	1017	convert-to-base-2
1376.5	1018	binary-prefix-divisible-by-5
1570.8	1019	next-greater-node-in-linked-list
1615.5	1020	number-of-enclaves
1311.3	1021	remove-outermost-parentheses
1462.4	1022	sum-of-root-to-leaf-binary-numbers
1537.1	1023	camelcase-matching
1746.1	1024	video-stitching
1435.4	1025	divisor-game
1446.4	1026	maximum-difference-between-node-and-ancestor
1758.8	1027	longest-arithmetic-subsequence
1797.5	1028	recover-a-tree-from-preorder-traversal
1348.0	1029	two-city-scheduling
1585.6	1030	matrix-cells-in-distance-order
1680.5	1031	maximum-sum-of-two-non-overlapping-subarrays
1970.5	1032	stream-of-characters
1421.3	1033	moving-stones-until-consecutive
1578.9	1034	coloring-a-border
1805.6	1035	uncrossed-lines
2164.8	1036	escape-a-large-maze
1255.9	1037	valid-boomerang
1374.7	1038	binary-search-tree-to-greater-sum-tree
2130.1	1039	minimum-score-triangulation-of-polygon
2455.8	1040	moving-stones-until-consecutive-ii
1521.2	1041	robot-bounded-in-circle
1712.4	1042	flower-planting-with-no-adjacent
1916.1	1043	partition-array-for-maximum-sum
2428.8	1044	longest-duplicate-substring
1172.7	1046	last-stone-weight
1286.3	1047	remove-all-adjacent-duplicates-in-string
1599.3	1048	longest-string-chain
2092.5	1049	last-stone-weight-ii
1303.0	1051	height-checker
1418.1	1052	grumpy-bookstore-owner
1633.2	1053	previous-permutation-with-one-swap
1701.6	1054	distant-barcodes
1308.0	1064	fixed-point
1389.3	1065	index-pairs-of-a-string
1885.1	1066	campus-bikes-ii
2025.2	1067	digit-count-in-range
1397.9	1071	greatest-common-divisor-of-strings
1797.6	1072	flip-columns-for-maximum-number-of-equal-rows
1806.6	1073	adding-two-negabinary-numbers
2189.4	1074	number-of-submatrices-that-sum-to-target
1274.8	1078	occurrences-after-bigram
1740.5	1079	letter-tile-possibilities
1804.6	1080	insufficient-nodes-in-root-to-leaf-paths
2184.5	1081	smallest-subsequence-of-distinct-characters
1256.5	1085	sum-of-digits-in-the-minimum-number
1327.0	1086	high-five
1480.1	1087	brace-expansion
2076.9	1088	confusing-number-ii
1262.6	1089	duplicate-zeros
1501.1	1090	largest-values-from-labels
1658.3	1091	shortest-path-in-binary-matrix
1976.7	1092	shortest-common-supersequence
1471.6	1093	statistics-from-a-large-sample
1441.4	1094	car-pooling
1827.1	1095	find-in-mountain-array
2348.5	1096	brace-expansion-ii
1245.3	1099	two-sum-less-than-k
1348.7	1100	find-k-length-substrings-with-no-repeated-characters
1558.5	1101	the-earliest-moment-when-everyone-become-friends
2011.4	1102	path-with-maximum-minimum-value
1287.1	1103	distribute-candies-to-people
1544.8	1104	path-in-zigzag-labelled-binary-tree
2014.3	1105	filling-bookcase-shelves
1880.4	1106	parsing-a-boolean-expression
1084.1	1108	defanging-an-ip-address
1569.8	1109	corporate-flight-bookings
1511.4	1110	delete-nodes-and-return-forest
1749.5	1111	maximum-nesting-depth-of-two-valid-parentheses-strings
1227.3	1118	number-of-days-in-a-month
1232.8	1119	remove-vowels-from-a-string
1361.9	1120	maximum-average-subtree
1664.8	1121	divide-array-into-increasing-sequences
1188.6	1122	relative-sort-array
1607.0	1123	lowest-common-ancestor-of-deepest-leaves
1908.4	1124	longest-well-performing-interval
2250.9	1125	smallest-sufficient-team
1332.6	1128	number-of-equivalent-domino-pairs
1779.8	1129	shortest-path-with-alternating-colors
1919.2	1130	minimum-cost-tree-from-leaf-values
2059.4	1131	maximum-of-absolute-value-expression
1226.3	1133	largest-unique-number
1231.4	1134	armstrong-number
1753.0	1135	connecting-cities-with-minimum-cost
1710.1	1136	parallel-courses
1142.9	1137	n-th-tribonacci-number
1410.5	1138	alphabet-board-path
1744.0	1139	largest-1-bordered-square
2035.0	1140	stone-game-ii
1558.7	1144	decrease-elements-to-make-array-zigzag
1741.5	1145	binary-tree-coloring-game
1770.9	1146	snapshot-array
1912.1	1147	longest-chunked-palindrome-decomposition
1250.0	1150	check-if-a-number-is-majority-element-in-a-sorted-array
1508.1	1151	minimum-swaps-to-group-all-1s-together
1850.8	1152	analyze-user-website-visit-pattern
1949.1	1153	string-transforms-into-another-string
1199.4	1154	day-of-the-year
1653.7	1155	number-of-dice-rolls-with-target-sum
1787.5	1156	swap-for-longest-repeated-character-substring
2205.4	1157	online-majority-element-in-subarray
1205.7	1160	find-words-that-can-be-formed-by-characters
1249.9	1161	maximum-level-sum-of-a-binary-tree
1666.3	1162	as-far-from-land-as-possible
1864.1	1163	last-substring-in-lexicographical-order
1199.2	1165	single-row-keyboard
1479.0	1166	design-file-system
1481.6	1167	minimum-cost-to-connect-sticks
2069.4	1168	optimize-water-distribution-in-a-village
1658.7	1169	invalid-transactions
1431.7	1170	compare-strings-by-frequency-of-the-smallest-character
1782.3	1171	remove-zero-sum-consecutive-nodes-from-linked-list
2110.0	1172	dinner-plate-stacks
1489.0	1175	prime-arrangements
1397.8	1176	diet-plan-performance
1848.1	1177	can-make-palindrome-from-substring
2234.0	1178	number-of-valid-words-for-each-puzzle
1315.4	1180	count-substrings-with-only-one-distinct-letter
1558.7	1181	before-and-after-puzzle
1626.7	1182	shortest-distance-to-target-color
2366.7	1183	maximum-number-of-ones
1234.4	1184	distance-between-bus-stops
1382.5	1185	day-of-the-week
1799.5	1186	maximum-subarray-sum-with-one-deletion
2315.6	1187	make-array-strictly-increasing
1182.0	1189	maximum-number-of-balloons
1485.7	1190	reverse-substrings-between-each-pair-of-parentheses
1747.7	1191	k-concatenation-maximum-sum
2084.7	1192	critical-connections-in-a-network
1248.8	1196	how-many-apples-can-you-put-into-the-basket
1722.3	1197	minimum-knight-moves
1401.2	1198	find-smallest-common-element-in-all-rows
2250.3	1199	minimum-time-to-build-blocks
1198.6	1200	minimum-absolute-difference
2039.1	1201	ugly-number-iii
1855.4	1202	smallest-string-with-swaps
2418.6	1203	sort-items-by-groups-respecting-dependencies
1195.8	1207	unique-number-of-occurrences
1496.9	1208	get-equal-substrings-within-budget
1541.5	1209	remove-all-adjacent-duplicates-in-string-ii
2022.5	1210	minimum-moves-to-reach-target-with-rotations
1259.2	1213	intersection-of-three-sorted-arrays
1389.0	1214	two-sum-bsts
1674.5	1215	stepping-numbers
1753.9	1216	valid-palindrome-iii
1407.5	1217	minimum-cost-to-move-chips-to-the-same-position
1597.2	1218	longest-arithmetic-subsequence-of-given-difference
1663.3	1219	path-with-maximum-gold
1729.6	1220	count-vowels-permutation
1219.5	1221	split-a-string-in-balanced-strings
1391.7	1222	queens-that-can-attack-the-king
2008.4	1223	dice-roll-simulation
2050.7	1224	maximum-equal-frequency
1244.3	1228	missing-number-in-arithmetic-progression
1541.2	1229	meeting-scheduler
1808.6	1230	toss-strange-coins
2029.1	1231	divide-chocolate
1247.3	1232	check-if-it-is-a-straight-line
1544.8	1233	remove-sub-folders-from-the-filesystem
1877.9	1234	replace-the-substring-for-balanced-string
2022.9	1235	maximum-profit-in-job-scheduling
1404.7	1237	find-positive-integer-solution-for-a-given-equation
1774.9	1238	circular-permutation-in-binary-representation
1719.9	1239	maximum-length-of-a-concatenated-string-with-unique-characters
2241.5	1240	tiling-a-rectangle-with-the-fewest-squares
1558.1	1243	array-transformation
1354.1	1244	design-a-leaderboard
1792.1	1245	tree-diameter
2203.2	1246	palindrome-removal
1597.0	1247	minimum-swaps-to-make-strings-equal
1623.9	1248	count-number-of-nice-subarrays
1657.1	1249	minimum-remove-to-make-valid-parentheses
1983.2	1250	check-if-it-is-a-good-array
1283.5	1252	cells-with-odd-values-in-a-matrix
1505.9	1253	reconstruct-a-2-row-binary-matrix
1658.7	1254	number-of-closed-islands
1881.7	1255	maximum-score-words-formed-by-letters
1561.3	1256	encode-number
1654.1	1257	smallest-common-region
1847.2	1258	synonymous-sentences
1951.4	1259	handshakes-that-dont-cross
1337.4	1260	shift-2d-grid
1439.6	1261	find-elements-in-a-contaminated-binary-tree
1762.0	1262	greatest-sum-divisible-by-three
2297.1	1263	minimum-moves-to-move-a-box-to-their-target-location
1302.7	1266	minimum-time-visiting-all-points
1374.6	1267	count-servers-that-communicate
1573.4	1268	search-suggestions-system
1854.0	1269	number-of-ways-to-stay-in-the-same-place-after-some-steps
1384.4	1271	hexspeak
1524.8	1272	remove-interval
1732.8	1273	delete-tree-nodes
1997.2	1274	number-of-ships-in-a-rectangle
1336.9	1275	find-winner-on-a-tic-tac-toe-game
1386.3	1276	number-of-burgers-with-no-waste-of-ingredients
1613.0	1277	count-square-submatrices-with-all-ones
1979.1	1278	palindrome-partitioning-iii
1141.2	1281	subtract-the-product-and-sum-of-digits-of-an-integer
1267.2	1282	group-the-people-given-the-group-size-they-belong-to
1541.8	1283	find-the-smallest-divisor-given-a-threshold
1810.8	1284	minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
1591.5	1286	iterator-for-combination
1179.1	1287	element-appearing-more-than-25-in-sorted-array
1375.0	1288	remove-covered-intervals
1697.2	1289	minimum-falling-path-sum-ii
1151.4	1290	convert-binary-number-in-a-linked-list-to-integer
1373.8	1291	sequential-digits
1734.8	1292	maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
1967.3	1293	shortest-path-in-a-grid-with-obstacles-elimination
1139.7	1295	find-numbers-with-even-number-of-digits
1490.2	1296	divide-array-in-sets-of-k-consecutive-numbers
1748.2	1297	maximum-number-of-occurrences-of-a-substring
1824.8	1298	maximum-candies-you-can-get-from-boxes
1219.4	1299	replace-elements-with-greatest-element-on-right-side
1607.0	1300	sum-of-mutated-array-closest-to-target
1853.1	1301	number-of-paths-with-max-score
1387.9	1302	deepest-leaves-sum
1167.1	1304	find-n-unique-integers-sum-up-to-zero
1260.2	1305	all-elements-in-two-binary-search-trees
1396.5	1306	jump-game-iii
2250.0	1307	verbal-arithmetic-puzzle
1257.7	1309	decrypt-string-from-alphabet-to-integer-mapping
1459.8	1310	xor-queries-of-a-subarray
1652.6	1311	get-watched-videos-by-your-friends
1786.7	1312	minimum-insertion-steps-to-make-a-string-palindrome
1317.5	1313	decompress-run-length-encoded-list
1483.8	1314	matrix-block-sum
1426.9	1315	sum-of-nodes-with-even-valued-grandparent
1836.5	1316	distinct-echo-substrings
1277.8	1317	convert-integer-to-the-sum-of-two-no-zero-integers
1382.8	1318	minimum-flips-to-make-a-or-b-equal-to-c
1633.1	1319	number-of-operations-to-make-network-connected
2027.7	1320	minimum-distance-to-type-a-word-using-two-fingers
1194.0	1323	maximum-69-number
1328.7	1324	print-words-vertically
1407.1	1325	delete-leaves-with-a-given-value
1885.0	1326	minimum-number-of-taps-to-open-to-water-a-garden
1473.9	1328	break-a-palindrome
1548.5	1329	sort-the-matrix-diagonally
2481.7	1330	reverse-subarray-to-maximize-array-value
1356.0	1331	rank-transform-of-an-array
1628.5	1332	remove-palindromic-subsequences
1423.1	1333	filter-restaurants-by-vegan-friendly-price-and-distance
1855.0	1334	find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
2034.9	1335	minimum-difficulty-of-a-job-schedule
1224.8	1337	the-k-weakest-rows-in-a-matrix
1303.0	1338	reduce-array-size-to-the-half
1675.0	1339	maximum-product-of-splitted-binary-tree
1866.3	1340	jump-game-v
1163.6	1342	number-of-steps-to-reduce-a-number-to-zero
1317.2	1343	number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold
1324.6	1344	angle-between-hands-of-a-clock
1809.8	1345	jump-game-iv
1225.4	1346	check-if-n-and-its-double-exist
1330.9	1347	minimum-number-of-steps-to-make-two-strings-anagram
2036.7	1348	tweet-counts-per-frequency
2385.8	1349	maximum-students-taking-exam
1139.4	1351	count-negative-numbers-in-a-sorted-matrix
1473.7	1352	product-of-the-last-k-numbers
2015.7	1353	maximum-number-of-events-that-can-be-attended
2014.8	1354	construct-target-array-with-multiple-sums
1257.7	1356	sort-integers-by-the-number-of-1-bits
1429.6	1357	apply-discount-every-n-orders
1646.2	1358	number-of-substrings-containing-all-three-characters
1722.8	1359	count-all-valid-pickup-and-delivery-options
1421.7	1360	number-of-days-between-two-dates
1464.7	1361	validate-binary-tree-nodes
1533.9	1362	closest-divisors
1823.0	1363	largest-multiple-of-three
1152.1	1365	how-many-numbers-are-smaller-than-the-current-number
1626.3	1366	rank-teams-by-votes
1650.0	1367	linked-list-in-binary-tree
2068.8	1368	minimum-cost-to-make-at-least-one-valid-path-in-a-grid
1369.0	1370	increasing-decreasing-string
2040.5	1371	find-the-longest-substring-containing-vowels-in-even-counts
1713.3	1372	longest-zigzag-path-in-a-binary-tree
1913.7	1373	maximum-sum-bst-in-binary-tree
1164.0	1374	generate-a-string-with-characters-that-have-odd-counts
1438.9	1375	number-of-times-binary-string-is-prefix-aligned
1561.1	1376	time-needed-to-inform-all-employees
1823.9	1377	frog-position-after-t-seconds
1207.8	1380	lucky-numbers-in-a-matrix
1286.0	1381	design-a-stack-with-increment-operation
1540.6	1382	balance-a-binary-search-tree
2091.4	1383	maximum-performance-of-a-team
1234.8	1385	find-the-distance-value-between-two-arrays
1636.7	1386	cinema-seat-allocation
1506.9	1387	sort-integers-by-the-power-value
2409.8	1388	pizza-with-3n-slices
1208.0	1389	create-target-array-in-the-given-order
1478.4	1390	four-divisors
1745.6	1391	check-if-there-is-a-valid-path-in-a-grid
1876.1	1392	longest-happy-prefix
1118.1	1394	find-lucky-integer-in-an-array
1343.6	1395	count-number-of-teams
1464.5	1396	design-underground-system
2666.7	1397	find-all-good-strings
1341.0	1399	count-largest-group
1530.5	1400	construct-k-palindrome-strings
1709.0	1401	circle-and-rectangle-overlapping
1679.3	1402	reducing-dishes
1288.2	1403	minimum-subsequence-in-non-increasing-order
1396.6	1404	number-of-steps-to-reduce-a-number-in-binary-representation-to-one
1820.6	1405	longest-happy-string
2026.9	1406	stone-game-iii
1223.4	1408	string-matching-in-an-array
1334.6	1409	queries-on-a-permutation-with-key
1405.4	1410	html-entity-parser
1844.6	1411	number-of-ways-to-paint-n-3-grid
1212.2	1413	minimum-value-to-get-positive-step-by-step-sum
1465.7	1414	find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k
1575.6	1415	the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
1919.6	1416	restore-the-array
1241.9	1417	reformat-the-string
1485.1	1418	display-table-of-food-orders-in-a-restaurant
1689.8	1419	minimum-number-of-frogs-croaking
2175.7	1420	build-array-where-you-can-find-the-maximum-exactly-k-comparisons
1237.8	1422	maximum-score-after-splitting-a-string
1573.8	1423	maximum-points-you-can-obtain-from-cards
1779.8	1424	diagonal-traverse-ii
2032.5	1425	constrained-subsequence-sum
1176.5	1431	kids-with-the-greatest-number-of-candies
1426.7	1432	max-difference-you-can-get-from-changing-an-integer
1436.1	1433	check-if-a-string-can-break-another-string
2273.2	1434	number-of-ways-to-wear-different-hats-to-each-other
1192.3	1436	destination-city
1193.3	1437	check-if-all-1s-are-at-least-length-k-places-away
1672.2	1438	longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
2134.0	1439	find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
1180.4	1441	build-an-array-with-stack-operations
1524.6	1442	count-triplets-that-can-form-two-arrays-of-equal-xor
1682.9	1443	minimum-time-to-collect-all-apples-in-a-tree
2126.7	1444	number-of-ways-of-cutting-a-pizza
1165.5	1446	consecutive-characters
1268.6	1447	simplified-fractions
1360.2	1448	count-good-nodes-in-binary-tree
1927.4	1449	form-largest-integer-with-digits-that-add-up-to-target
1129.3	1450	number-of-students-doing-homework-at-a-given-time
1309.3	1451	rearrange-words-in-a-sentence
1562.9	1452	people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list
2201.8	1453	maximum-number-of-darts-inside-of-a-circular-dartboard
1125.6	1455	check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence
1263.3	1456	maximum-number-of-vowels-in-a-substring-of-given-length
1405.0	1457	pseudo-palindromic-paths-in-a-binary-tree
1823.6	1458	max-dot-product-of-two-subsequences
1151.5	1460	make-two-arrays-equal-by-reversing-subarrays
1504.0	1461	check-if-a-string-contains-all-binary-codes-of-size-k
1692.6	1462	course-schedule-iv
1956.7	1463	cherry-pickup-ii
1121.1	1464	maximum-product-of-two-elements-in-an-array
1444.6	1465	maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts
1633.6	1466	reorder-routes-to-make-all-paths-lead-to-the-city-zero
2356.6	1467	probability-of-a-two-boxes-having-the-same-number-of-distinct-balls
1120.7	1470	shuffle-the-array
1332.5	1471	the-k-strongest-values-in-an-array
1453.8	1472	design-browser-history
2056.3	1473	paint-house-iii
1212.3	1475	final-prices-with-a-special-discount-in-a-shop
1326.4	1476	subrectangle-queries
1850.6	1477	find-two-non-overlapping-sub-arrays-each-with-target-sum
2190.2	1478	allocate-mailboxes
1104.7	1480	running-sum-of-1d-array
1284.4	1481	least-number-of-unique-integers-after-k-removals
1945.5	1482	minimum-number-of-days-to-make-m-bouquets
2115.1	1483	kth-ancestor-of-a-tree-node
1180.9	1486	xor-operation-in-an-array
1697.0	1487	making-file-names-unique
1973.7	1488	avoid-flood-in-the-city
2571.6	1489	find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree
1201.3	1491	average-salary-excluding-the-minimum-and-maximum-salary
1232.0	1492	the-kth-factor-of-n
1423.0	1493	longest-subarray-of-1s-after-deleting-one-element
2081.8	1494	parallel-courses-ii
1508.1	1496	path-crossing
1787.2	1497	check-if-array-pairs-are-divisible-by-k
2276.4	1498	number-of-subsequences-that-satisfy-the-given-sum-condition
2456.4	1499	max-value-of-equation
1154.8	1502	can-make-arithmetic-progression-from-sequence
1618.6	1503	last-moment-before-all-ants-fall-out-of-a-plank
1845.0	1504	count-submatrices-with-all-ones
2336.5	1505	minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits
1283.5	1507	reformat-date
1402.1	1508	range-sum-of-sorted-subarray-sums
